ActivityStartDate,MonitoringLocationIdentifier,CharacteristicName_Na,USGSPCode_Na,ResultMeasureValue_Na,ResultMeasure_MeasureUnitCode_Na,CharacteristicName_Cl,USGSPCode_Cl,ResultMeasureValue_Cl,ResultMeasure_MeasureUnitCode_Cl,MonitoringLocationName,HUCEightDigitCode,ResolvedMonitoringLocationTypeName,StateName,CountyName,lat,lon
1999-03-02,USGS-01120800,Sodium,00930,4.83,mg/l,Chloride,00940,8.25,mg/l,NATCHAUG R AT CHAPLIN CT,01100002,Stream,Connecticut,Windham County,41.8009316,-72.118132
1999-03-03,USGS-01201487,Sodium,00930,26.1,mg/l,Chloride,00940,44.3,mg/l,"STILL RIVER AT ROUTE 7 AT BROOKFIELD CENTER, CT",01100005,Stream,Connecticut,Fairfield County,41.4658222,-73.4032028
1999-03-03,USGS-01203000,Sodium,00930,5.82,mg/l,Chloride,00940,10,mg/l,"SHEPAUG R NR ROXBURY, CT",01100005,Stream,Connecticut,Litchfield County,41.5498174,-73.3298403
1999-03-08,USGS-01208049,Sodium,00930,16.8,mg/l,Chloride,00940,27.7,mg/l,"NAUGATUCK RIVER NR WATERVILLE,CT.",01100005,Stream,Connecticut,New Haven County,41.6153749,-73.0578857
1999-03-08,USGS-01208500,Sodium,00930,23.4,mg/l,Chloride,00940,36.9,mg/l,"NAUGATUCK RIVER AT BEACON FALLS, CT",01100005,Stream,Connecticut,New Haven County,41.4423,-73.0622833
1999-03-09,USGS-01127000,Sodium,00930,10.7,mg/l,Chloride,00940,17.4,mg/l,"QUINEBAUG RIVER AT JEWETT CITY, CT",01100001,Stream,Connecticut,New London County,41.5974917,-71.9840944
1999-03-10,USGS-01124000,Sodium,00930,15,mg/l,Chloride,00940,25.6,mg/l,"QUINEBAUG RIVER AT QUINEBAUG, CT",01100001,Stream,Connecticut,Windham County,42.0223189,-71.9556289
1999-03-10,USGS-01125100,Sodium,00930,20.3,mg/l,Chloride,00940,35.5,mg/l,"FRENCH RIVER AT NORTH GROSVENORDALE, CT",01100001,Stream,Connecticut,Windham County,41.9784639,-71.900513900000007
1999-03-17,USGS-01209710,Sodium,00930,22.7,mg/l,Chloride,00940,43.2,mg/l,"NORWALK RIVER AT WINNIPAUK,CT.",01100006,Stream,Connecticut,Fairfield County,41.1353743,-73.426231
1999-03-26,USGS-01184000,Sodium,00930,8.2,mg/l,Chloride,00940,13.8,mg/l,"CONNECTICUT RIVER AT THOMPSONVILLE, CT",01080205,Stream,Connecticut,Hartford County,41.9873186,-72.6053669
1999-03-29,USGS-01125520,Sodium,00930,14.6,mg/l,Chloride,00940,24.7,mg/l,QUINEBAUG RIVER AT COTTON BRIDGE ROAD NR POMFRET,01100001,Stream,Connecticut,Windham County,41.8584315,-71.9239617
1999-03-29,USGS-01187800,Sodium,00930,6.89,mg/l,Chloride,00940,10.6,mg/l,"NEPAUG R NR NEPAUG, CT.",01080207,Stream,Connecticut,Litchfield County,41.8206529,-72.9701041
1999-03-29,USGS-01187830,Sodium,00930,6.39,mg/l,Chloride,00940,10.1,mg/l,Phelps Brook at Mill Dam Road near Collinsville,01080207,Stream,Connecticut,Hartford County,41.7998199,-72.9651039
1999-03-29,USGS-01187850,Sodium,00930,3.2,mg/l,Chloride,00940,3.7,mg/l,"CLEAR BK NR COLLINSVILLE, CT.",01080207,Stream,Connecticut,Hartford County,41.7956534,-72.9512145
1999-04-05,USGS-01193050,Sodium,00930,5.42,mg/l,Chloride,00940,8.71,mg/l,"CONNECTICUT RIVER AT MIDDLE HADDAM, CT",01080205,Stream,Connecticut,Middlesex County,41.5417656,-72.5531454
1999-04-06,USGS-01196222,Sodium,00930,18.3,mg/l,Chloride,00940,32.4,mg/l,"QUINNIPIAC R NR MERIDEN, CT",01100004,Stream,Connecticut,New Haven County,41.5292642,-72.8634344
1999-04-06,USGS-01196500,Sodium,00930,19.9,mg/l,Chloride,00940,34.4,mg/l,"QUINNIPIAC RIVER AT WALLINGFORD, CT",01100004,Stream,Connecticut,New Haven County,41.4502639,-72.841275
1999-04-07,USGS-01184000,Sodium,00930,4.84,mg/l,Chloride,00940,7.77,mg/l,"CONNECTICUT RIVER AT THOMPSONVILLE, CT",01080205,Stream,Connecticut,Hartford County,41.9873186,-72.6053669
1999-04-12,USGS-01192704,Sodium,00930,15.3,mg/l,Chloride,00940,14.7,mg/l,MATTABESSET RIVER AT ROUTE 372 AT EAST BERLIN,01080205,Stream,Connecticut,Hartford County,41.6081545,-72.7150953
1999-04-12,USGS-01193500,Sodium,00930,7.24,mg/l,Chloride,00940,13.4,mg/l,"SALMON RIVER NEAR EAST HAMPTON, CT",01080205,Stream,Connecticut,Middlesex County,41.5523212,-72.4492529
1999-04-13,USGS-01192050,Sodium,00930,9.34,mg/l,Chloride,00940,13.4,mg/l,"HOCKANUM R AT ROCKVILLE, CT.",01080205,Stream,Connecticut,Tolland County,41.8659313,-72.4861964
1999-04-13,USGS-01192500,Sodium,00930,20.6,mg/l,Chloride,00940,31.3,mg/l,"HOCKANUM RIVER NEAR EAST HARTFORD, CT",01080205,Stream,Connecticut,Hartford County,41.7831548,-72.5873114
1999-04-14,USGS-01122610,Sodium,00930,9.07,mg/l,Chloride,00940,14,mg/l,"SHETUCKET R AT SOUTH WINDHAM, CT",01100002,Stream,Connecticut,Windham County,41.6823208,-72.1659111
1999-04-19,USGS-01184490,Sodium,00930,11,mg/l,Chloride,00940,22.7,mg/l,"BROAD BROOK AT BROAD BROOK, CT",01080205,Stream,Connecticut,Hartford County,41.9138972,-72.5497
1999-04-19,USGS-01189995,Sodium,00930,9.41,mg/l,Chloride,00940,18.3,mg/l,"FARMINGTON RIVER AT TARIFFVILLE, CT",01080207,Stream,Connecticut,Hartford County,41.9082833,-72.7593528
1999-04-20,USGS-01188000,Sodium,00930,8.08,mg/l,Chloride,00940,17.8,mg/l,"BUNNELL BROOK NEAR BURLINGTON, CT",01080207,Stream,Connecticut,Hartford County,41.786209,-72.9648261
1999-04-20,USGS-01188090,Sodium,00930,7.15,mg/l,Chloride,00940,17.4,mg/l,"FARMINGTON RIVER AT UNIONVILLE, CT",01080207,Stream,Connecticut,Hartford County,41.7555472,-72.8870417
1999-04-20,USGS-01189030,Sodium,00930,18.8,mg/l,Chloride,00940,31.1,mg/l,"PEQUABUCK R AT FARMINGTON, CT",01080207,Stream,Connecticut,Hartford County,41.716766,-72.8398216
1999-04-26,USGS-01208990,Sodium,00930,9.45,mg/l,Chloride,00940,33.6,mg/l,"SAUGATUCK RIVER NEAR REDDING, CT",01100006,Stream,Connecticut,Fairfield County,41.29454,-73.3951203
1999-04-26,USGS-01209710,Sodium,00930,17.3,mg/l,Chloride,00940,35.8,mg/l,"NORWALK RIVER AT WINNIPAUK,CT.",01100006,Stream,Connecticut,Fairfield County,41.1353743,-73.426231
1999-04-30,USGS-01187800,Sodium,00930,7.62,mg/l,Chloride,00940,12.4,mg/l,"NEPAUG R NR NEPAUG, CT.",01080207,Stream,Connecticut,Litchfield County,41.8206529,-72.9701041
1999-04-30,USGS-01187830,Sodium,00930,6.73,mg/l,Chloride,00940,11.6,mg/l,Phelps Brook at Mill Dam Road near Collinsville,01080207,Stream,Connecticut,Hartford County,41.7998199,-72.9651039
1999-04-30,USGS-01187850,Sodium,00930,3.14,mg/l,Chloride,00940,4.09,mg/l,"CLEAR BK NR COLLINSVILLE, CT.",01080207,Stream,Connecticut,Hartford County,41.7956534,-72.9512145
1999-05-04,USGS-01208049,Sodium,00930,20,mg/l,Chloride,00940,44.2,mg/l,"NAUGATUCK RIVER NR WATERVILLE,CT.",01100005,Stream,Connecticut,New Haven County,41.6153749,-73.0578857
1999-05-11,USGS-01124000,Sodium,00930,18.3,mg/l,Chloride,00940,30.5,mg/l,"QUINEBAUG RIVER AT QUINEBAUG, CT",01100001,Stream,Connecticut,Windham County,42.0223189,-71.9556289
1999-05-11,USGS-01125100,Sodium,00930,25.7,mg/l,Chloride,00940,36,mg/l,"FRENCH RIVER AT NORTH GROSVENORDALE, CT",01100001,Stream,Connecticut,Windham County,41.9784639,-71.900513900000007
1999-05-11,USGS-01125520,Sodium,00930,18.3,mg/l,Chloride,00940,29.5,mg/l,QUINEBAUG RIVER AT COTTON BRIDGE ROAD NR POMFRET,01100001,Stream,Connecticut,Windham County,41.8584315,-71.9239617
1999-05-11,USGS-01192526001,Sodium,00930,NA,NA,Chloride,00940,NA,NA,SITE USED FOR QUALITY ASSURANCE SAMPLES FOR CT,01080205,Stream,Connecticut,Hartford County,41.7395444,-72.6528698
1999-05-12,USGS-01201487,Sodium,00930,32.7,mg/l,Chloride,00940,58.3,mg/l,"STILL RIVER AT ROUTE 7 AT BROOKFIELD CENTER, CT",01100005,Stream,Connecticut,Fairfield County,41.4658222,-73.4032028
1999-05-12,USGS-01203000,Sodium,00930,6.83,mg/l,Chloride,00940,11.4,mg/l,"SHEPAUG R NR ROXBURY, CT",01100005,Stream,Connecticut,Litchfield County,41.5498174,-73.3298403
1999-05-12,USGS-01205500,Sodium,00930,11.2,mg/l,Chloride,00940,18.9,mg/l,"HOUSATONIC RIVER AT STEVENSON, CT",01100005,Stream,Connecticut,New Haven County,41.3838028,-73.1666389
1999-05-13,USGS-01209710,Sodium,00930,22.3,mg/l,Chloride,00940,42.2,mg/l,"NORWALK RIVER AT WINNIPAUK,CT.",01100006,Stream,Connecticut,Fairfield County,41.1353743,-73.426231
1999-05-17,USGS-01200600,Sodium,00930,12.7,mg/l,Chloride,00940,20.5,mg/l,"HOUSATONIC RIVER NEAR NEW MILFORD, CT",01100005,Stream,Connecticut,Litchfield County,41.5931499,-73.4495669
1999-05-18,USGS-01122610,Sodium,00930,9.91,mg/l,Chloride,00940,15.5,mg/l,"SHETUCKET R AT SOUTH WINDHAM, CT",01100002,Stream,Connecticut,Windham County,41.6823208,-72.1659111
1999-05-18,USGS-01127000,Sodium,00930,12.1,mg/l,Chloride,00940,18.7,mg/l,"QUINEBAUG RIVER AT JEWETT CITY, CT",01100001,Stream,Connecticut,New London County,41.5974917,-71.9840944
1999-05-20,USGS-01119375,Sodium,00930,8.49,mg/l,Chloride,00940,12.2,mg/l,"WILLIMANTIC R AT MERROW, CT",01100002,Stream,Connecticut,Tolland County,41.8353757,-72.3100804
1999-05-20,USGS-01120800,Sodium,00930,5.62,mg/l,Chloride,00940,9.17,mg/l,NATCHAUG R AT CHAPLIN CT,01100002,Stream,Connecticut,Windham County,41.8009316,-72.118132
1999-05-25,USGS-01184000,Sodium,00930,6.19,mg/l,Chloride,00940,9.8,mg/l,"CONNECTICUT RIVER AT THOMPSONVILLE, CT",01080205,Stream,Connecticut,Hartford County,41.9873186,-72.6053669
1999-05-27,USGS-01187800,Sodium,00930,6.82,mg/l,Chloride,00940,10.7,mg/l,"NEPAUG R NR NEPAUG, CT.",01080207,Stream,Connecticut,Litchfield County,41.8206529,-72.9701041
1999-05-27,USGS-01187830,Sodium,00930,5.99,mg/l,Chloride,00940,9.29,mg/l,Phelps Brook at Mill Dam Road near Collinsville,01080207,Stream,Connecticut,Hartford County,41.7998199,-72.9651039
1999-05-27,USGS-01187850,Sodium,00930,3.36,mg/l,Chloride,00940,3.45,mg/l,"CLEAR BK NR COLLINSVILLE, CT.",01080207,Stream,Connecticut,Hartford County,41.7956534,-72.9512145
1999-05-27,USGS-01209710,Sodium,00930,16.8,mg/l,Chloride,00940,28.3,mg/l,"NORWALK RIVER AT WINNIPAUK,CT.",01100006,Stream,Connecticut,Fairfield County,41.1353743,-73.426231
1999-06-02,USGS-01208049,Sodium,00930,18.6,mg/l,Chloride,00940,24.4,mg/l,"NAUGATUCK RIVER NR WATERVILLE,CT.",01100005,Stream,Connecticut,New Haven County,41.6153749,-73.0578857
1999-06-02,USGS-01208500,Sodium,00930,32.6,mg/l,Chloride,00940,43.9,mg/l,"NAUGATUCK RIVER AT BEACON FALLS, CT",01100005,Stream,Connecticut,New Haven County,41.4423,-73.0622833
1999-06-07,USGS-01196222,Sodium,00930,24.1,mg/l,Chloride,00940,41.7,mg/l,"QUINNIPIAC R NR MERIDEN, CT",01100004,Stream,Connecticut,New Haven County,41.5292642,-72.8634344
1999-06-07,USGS-01196500,Sodium,00930,25.8,mg/l,Chloride,00940,43.6,mg/l,"QUINNIPIAC RIVER AT WALLINGFORD, CT",01100004,Stream,Connecticut,New Haven County,41.4502639,-72.841275
1999-06-08,USGS-01125520,Sodium,00930,20.2,mg/l,Chloride,00940,30.3,mg/l,QUINEBAUG RIVER AT COTTON BRIDGE ROAD NR POMFRET,01100001,Stream,Connecticut,Windham County,41.8584315,-71.9239617
1999-06-09,USGS-01192704,Sodium,00930,18.9,mg/l,Chloride,00940,32.5,mg/l,MATTABESSET RIVER AT ROUTE 372 AT EAST BERLIN,01080205,Stream,Connecticut,Hartford County,41.6081545,-72.7150953
1999-06-09,USGS-01193050,Sodium,00930,11.2,mg/l,Chloride,00940,16.6,mg/l,"CONNECTICUT RIVER AT MIDDLE HADDAM, CT",01080205,Stream,Connecticut,Middlesex County,41.5417656,-72.5531454
1999-06-14,USGS-01122610,Sodium,00930,11.5,mg/l,Chloride,00940,18.3,mg/l,"SHETUCKET R AT SOUTH WINDHAM, CT",01100002,Stream,Connecticut,Windham County,41.6823208,-72.1659111
1999-06-14,USGS-01127000,Sodium,00930,12.7,mg/l,Chloride,00940,19.7,mg/l,"QUINEBAUG RIVER AT JEWETT CITY, CT",01100001,Stream,Connecticut,New London County,41.5974917,-71.9840944
1999-06-15,USGS-01124000,Sodium,00930,22.9,mg/l,Chloride,00940,39.9,mg/l,"QUINEBAUG RIVER AT QUINEBAUG, CT",01100001,Stream,Connecticut,Windham County,42.0223189,-71.9556289
1999-06-15,USGS-01125100,Sodium,00930,40.2,mg/l,Chloride,00940,42.8,mg/l,"FRENCH RIVER AT NORTH GROSVENORDALE, CT",01100001,Stream,Connecticut,Windham County,41.9784639,-71.900513900000007
1999-06-17,USGS-01184490,Sodium,00930,13.3,mg/l,Chloride,00940,25.3,mg/l,"BROAD BROOK AT BROAD BROOK, CT",01080205,Stream,Connecticut,Hartford County,41.9138972,-72.5497
1999-06-17,USGS-01192050,Sodium,00930,12.5,mg/l,Chloride,00940,21.9,mg/l,"HOCKANUM R AT ROCKVILLE, CT.",01080205,Stream,Connecticut,Tolland County,41.8659313,-72.4861964
1999-06-17,USGS-01192500,Sodium,00930,33.3,mg/l,Chloride,00940,47.4,mg/l,"HOCKANUM RIVER NEAR EAST HARTFORD, CT",01080205,Stream,Connecticut,Hartford County,41.7831548,-72.5873114
1999-06-21,USGS-01119375,Sodium,00930,16.5,mg/l,Chloride,00940,22.1,mg/l,"WILLIMANTIC R AT MERROW, CT",01100002,Stream,Connecticut,Tolland County,41.8353757,-72.3100804
1999-06-21,USGS-01120800,Sodium,00930,7.48,mg/l,Chloride,00940,12,mg/l,NATCHAUG R AT CHAPLIN CT,01100002,Stream,Connecticut,Windham County,41.8009316,-72.118132
1999-06-21,USGS-01187800,Sodium,00930,8.7,mg/l,Chloride,00940,12.1,mg/l,"NEPAUG R NR NEPAUG, CT.",01080207,Stream,Connecticut,Litchfield County,41.8206529,-72.9701041
1999-06-21,USGS-01187830,Sodium,00930,5.48,mg/l,Chloride,00940,7.07,mg/l,Phelps Brook at Mill Dam Road near Collinsville,01080207,Stream,Connecticut,Hartford County,41.7998199,-72.9651039
1999-06-21,USGS-01187850,Sodium,00930,3.36,mg/l,Chloride,00940,3.09,mg/l,"CLEAR BK NR COLLINSVILLE, CT.",01080207,Stream,Connecticut,Hartford County,41.7956534,-72.9512145
1999-06-22,USGS-01189030,Sodium,00930,36.6,mg/l,Chloride,00940,47.6,mg/l,"PEQUABUCK R AT FARMINGTON, CT",01080207,Stream,Connecticut,Hartford County,41.716766,-72.8398216
1999-06-22,USGS-01189995,Sodium,00930,12.3,mg/l,Chloride,00940,18.2,mg/l,"FARMINGTON RIVER AT TARIFFVILLE, CT",01080207,Stream,Connecticut,Hartford County,41.9082833,-72.7593528
1999-06-23,USGS-01184000,Sodium,00930,11.4,mg/l,Chloride,00940,17.1,mg/l,"CONNECTICUT RIVER AT THOMPSONVILLE, CT",01080205,Stream,Connecticut,Hartford County,41.9873186,-72.6053669
1999-06-28,USGS-01201487,Sodium,00930,49.9,mg/l,Chloride,00940,79.7,mg/l,"STILL RIVER AT ROUTE 7 AT BROOKFIELD CENTER, CT",01100005,Stream,Connecticut,Fairfield County,41.4658222,-73.4032028
1999-06-28,USGS-01203000,Sodium,00930,8.08,mg/l,Chloride,00940,13,mg/l,"SHEPAUG R NR ROXBURY, CT",01100005,Stream,Connecticut,Litchfield County,41.5498174,-73.3298403
1999-06-29,USGS-01209710,Sodium,00930,23.4,mg/l,Chloride,00940,43.7,mg/l,"NORWALK RIVER AT WINNIPAUK,CT.",01100006,Stream,Connecticut,Fairfield County,41.1353743,-73.426231
1999-07-06,USGS-01196222,Sodium,00930,24.4,mg/l,Chloride,00940,41.7,mg/l,"QUINNIPIAC R NR MERIDEN, CT",01100004,Stream,Connecticut,New Haven County,41.5292642,-72.8634344
1999-07-06,USGS-01196500,Sodium,00930,25.8,mg/l,Chloride,00940,39.6,mg/l,"QUINNIPIAC RIVER AT WALLINGFORD, CT",01100004,Stream,Connecticut,New Haven County,41.4502639,-72.841275
1999-07-07,USGS-01188000,Sodium,00930,10.9,mg/l,Chloride,00940,15.7,mg/l,"BUNNELL BROOK NEAR BURLINGTON, CT",01080207,Stream,Connecticut,Hartford County,41.786209,-72.9648261
1999-07-07,USGS-01189995,Sodium,00930,9.61,mg/l,Chloride,00940,15.2,mg/l,"FARMINGTON RIVER AT TARIFFVILLE, CT",01080207,Stream,Connecticut,Hartford County,41.9082833,-72.7593528
1999-07-08,USGS-01124000,Sodium,00930,29.2,mg/l,Chloride,00940,50.3,mg/l,"QUINEBAUG RIVER AT QUINEBAUG, CT",01100001,Stream,Connecticut,Windham County,42.0223189,-71.9556289
1999-07-08,USGS-01125100,Sodium,00930,43.7,mg/l,Chloride,00940,42,mg/l,"FRENCH RIVER AT NORTH GROSVENORDALE, CT",01100001,Stream,Connecticut,Windham County,41.9784639,-71.900513900000007
1999-07-13,USGS-01184000,Sodium,00930,10.8,mg/l,Chloride,00940,16.4,mg/l,"CONNECTICUT RIVER AT THOMPSONVILLE, CT",01080205,Stream,Connecticut,Hartford County,41.9873186,-72.6053669
1999-07-14,USGS-01208049,Sodium,00930,37.9,mg/l,Chloride,00940,48.3,mg/l,"NAUGATUCK RIVER NR WATERVILLE,CT.",01100005,Stream,Connecticut,New Haven County,41.6153749,-73.0578857
1999-07-14,USGS-01208500,Sodium,00930,76.8,mg/l,Chloride,00940,112,mg/l,"NAUGATUCK RIVER AT BEACON FALLS, CT",01100005,Stream,Connecticut,New Haven County,41.4423,-73.0622833
1999-07-15,USGS-01200600,Sodium,00930,14.6,mg/l,Chloride,00940,23.2,mg/l,"HOUSATONIC RIVER NEAR NEW MILFORD, CT",01100005,Stream,Connecticut,Litchfield County,41.5931499,-73.4495669
1999-07-19,USGS-01192704,Sodium,00930,18.1,mg/l,Chloride,00940,30,mg/l,MATTABESSET RIVER AT ROUTE 372 AT EAST BERLIN,01080205,Stream,Connecticut,Hartford County,41.6081545,-72.7150953
1999-07-19,USGS-01193500,Sodium,00930,9.32,mg/l,Chloride,00940,14.5,mg/l,"SALMON RIVER NEAR EAST HAMPTON, CT",01080205,Stream,Connecticut,Middlesex County,41.5523212,-72.4492529
1999-07-20,USGS-01184490,Sodium,00930,12.4,mg/l,Chloride,00940,23.1,mg/l,"BROAD BROOK AT BROAD BROOK, CT",01080205,Stream,Connecticut,Hartford County,41.9138972,-72.5497
1999-07-20,USGS-01192050,Sodium,00930,11.5,mg/l,Chloride,00940,19.5,mg/l,"HOCKANUM R AT ROCKVILLE, CT.",01080205,Stream,Connecticut,Tolland County,41.8659313,-72.4861964
1999-07-20,USGS-01192500,Sodium,00930,27.7,mg/l,Chloride,00940,36.1,mg/l,"HOCKANUM RIVER NEAR EAST HARTFORD, CT",01080205,Stream,Connecticut,Hartford County,41.7831548,-72.5873114
1999-07-21,USGS-01125520,Sodium,00930,29.7,mg/l,Chloride,00940,40.8,mg/l,QUINEBAUG RIVER AT COTTON BRIDGE ROAD NR POMFRET,01100001,Stream,Connecticut,Windham County,41.8584315,-71.9239617
1999-07-22,USGS-01201487,Sodium,00930,52.4,mg/l,Chloride,00940,89.5,mg/l,"STILL RIVER AT ROUTE 7 AT BROOKFIELD CENTER, CT",01100005,Stream,Connecticut,Fairfield County,41.4658222,-73.4032028
1999-07-22,USGS-01203000,Sodium,00930,7.61,mg/l,Chloride,00940,12,mg/l,"SHEPAUG R NR ROXBURY, CT",01100005,Stream,Connecticut,Litchfield County,41.5498174,-73.3298403
1999-07-22,USGS-01205500,Sodium,00930,12.4,mg/l,Chloride,00940,20.6,mg/l,"HOUSATONIC RIVER AT STEVENSON, CT",01100005,Stream,Connecticut,New Haven County,41.3838028,-73.1666389
1999-07-23,USGS-01187800,Sodium,00930,8.55,mg/l,Chloride,00940,13.3,mg/l,"NEPAUG R NR NEPAUG, CT.",01080207,Stream,Connecticut,Litchfield County,41.8206529,-72.9701041
1999-07-23,USGS-01187830,Sodium,00930,4.95,mg/l,Chloride,00940,7.06,mg/l,Phelps Brook at Mill Dam Road near Collinsville,01080207,Stream,Connecticut,Hartford County,41.7998199,-72.9651039
1999-07-23,USGS-01187850,Sodium,00930,3.21,mg/l,Chloride,00940,3.55,mg/l,"CLEAR BK NR COLLINSVILLE, CT.",01080207,Stream,Connecticut,Hartford County,41.7956534,-72.9512145
1999-07-26,USGS-01122610,Sodium,00930,14.2,mg/l,Chloride,00940,20.6,mg/l,"SHETUCKET R AT SOUTH WINDHAM, CT",01100002,Stream,Connecticut,Windham County,41.6823208,-72.1659111
1999-07-26,USGS-01127000,Sodium,00930,18.3,mg/l,Chloride,00940,25.2,mg/l,"QUINEBAUG RIVER AT JEWETT CITY, CT",01100001,Stream,Connecticut,New London County,41.5974917,-71.9840944
1999-07-27,USGS-01208990,Sodium,00930,9.05,mg/l,Chloride,00940,16.6,mg/l,"SAUGATUCK RIVER NEAR REDDING, CT",01100006,Stream,Connecticut,Fairfield County,41.29454,-73.3951203
1999-07-27,USGS-01209710,Sodium,00930,23.7,mg/l,Chloride,00940,46.1,mg/l,"NORWALK RIVER AT WINNIPAUK,CT.",01100006,Stream,Connecticut,Fairfield County,41.1353743,-73.426231
1999-07-28,USGS-01119375,Sodium,00930,22.8,mg/l,Chloride,00940,28,mg/l,"WILLIMANTIC R AT MERROW, CT",01100002,Stream,Connecticut,Tolland County,41.8353757,-72.3100804
1999-07-28,USGS-01120800,Sodium,00930,8.12,mg/l,Chloride,00940,13.1,mg/l,NATCHAUG R AT CHAPLIN CT,01100002,Stream,Connecticut,Windham County,41.8009316,-72.118132
1999-07-29,USGS-01188090,Sodium,00930,7.85,mg/l,Chloride,00940,53.9,mg/l,"FARMINGTON RIVER AT UNIONVILLE, CT",01080207,Stream,Connecticut,Hartford County,41.7555472,-72.8870417
1999-07-29,USGS-01189030,Sodium,00930,42.5,mg/l,Chloride,00940,24.4,mg/l,"PEQUABUCK R AT FARMINGTON, CT",01080207,Stream,Connecticut,Hartford County,41.716766,-72.8398216
1999-08-03,USGS-01124000,Sodium,00930,29.6,mg/l,Chloride,00940,47.6,mg/l,"QUINEBAUG RIVER AT QUINEBAUG, CT",01100001,Stream,Connecticut,Windham County,42.0223189,-71.9556289
1999-08-03,USGS-01125100,Sodium,00930,61.6,mg/l,Chloride,00940,46.9,mg/l,"FRENCH RIVER AT NORTH GROSVENORDALE, CT",01100001,Stream,Connecticut,Windham County,41.9784639,-71.900513900000007
1999-08-04,USGS-01208049,Sodium,00930,51.7,mg/l,Chloride,00940,65.7,mg/l,"NAUGATUCK RIVER NR WATERVILLE,CT.",01100005,Stream,Connecticut,New Haven County,41.6153749,-73.0578857
1999-08-04,USGS-01208500,Sodium,00930,65.4,mg/l,Chloride,00940,109,mg/l,"NAUGATUCK RIVER AT BEACON FALLS, CT",01100005,Stream,Connecticut,New Haven County,41.4423,-73.0622833
1999-08-09,USGS-01122610,Sodium,00930,14,mg/l,Chloride,00940,20.2,mg/l,"SHETUCKET R AT SOUTH WINDHAM, CT",01100002,Stream,Connecticut,Windham County,41.6823208,-72.1659111
1999-08-09,USGS-01127000,Sodium,00930,16.9,mg/l,Chloride,00940,22.9,mg/l,"QUINEBAUG RIVER AT JEWETT CITY, CT",01100001,Stream,Connecticut,New London County,41.5974917,-71.9840944
1999-08-10,USGS-01119375,Sodium,00930,30.5,mg/l,Chloride,00940,31.1,mg/l,"WILLIMANTIC R AT MERROW, CT",01100002,Stream,Connecticut,Tolland County,41.8353757,-72.3100804
1999-08-10,USGS-01120800,Sodium,00930,8.35,mg/l,Chloride,00940,13.3,mg/l,NATCHAUG R AT CHAPLIN CT,01100002,Stream,Connecticut,Windham County,41.8009316,-72.118132
1999-08-11,USGS-01184000,Sodium,00930,11.8,mg/l,Chloride,00940,16.6,mg/l,"CONNECTICUT RIVER AT THOMPSONVILLE, CT",01080205,Stream,Connecticut,Hartford County,41.9873186,-72.6053669
1999-08-16,USGS-01184490,Sodium,00930,12.5,mg/l,Chloride,00940,23.1,mg/l,"BROAD BROOK AT BROAD BROOK, CT",01080205,Stream,Connecticut,Hartford County,41.9138972,-72.5497
1999-08-16,USGS-01192050,Sodium,00930,12.7,mg/l,Chloride,00940,21.5,mg/l,"HOCKANUM R AT ROCKVILLE, CT.",01080205,Stream,Connecticut,Tolland County,41.8659313,-72.4861964
1999-08-16,USGS-01192500,Sodium,00930,37.5,mg/l,Chloride,00940,45.3,mg/l,"HOCKANUM RIVER NEAR EAST HARTFORD, CT",01080205,Stream,Connecticut,Hartford County,41.7831548,-72.5873114
1999-08-17,USGS-01192704,Sodium,00930,15,mg/l,Chloride,00940,23.6,mg/l,MATTABESSET RIVER AT ROUTE 372 AT EAST BERLIN,01080205,Stream,Connecticut,Hartford County,41.6081545,-72.7150953
1999-08-17,USGS-01193050,Sodium,00930,14.7,mg/l,Chloride,00940,19.4,mg/l,"CONNECTICUT RIVER AT MIDDLE HADDAM, CT",01080205,Stream,Connecticut,Middlesex County,41.5417656,-72.5531454
1999-08-18,USGS-01196222,Sodium,00930,30.9,mg/l,Chloride,00940,51,mg/l,"QUINNIPIAC R NR MERIDEN, CT",01100004,Stream,Connecticut,New Haven County,41.5292642,-72.8634344
1999-08-18,USGS-01196500,Sodium,00930,35.7,mg/l,Chloride,00940,50.6,mg/l,"QUINNIPIAC RIVER AT WALLINGFORD, CT",01100004,Stream,Connecticut,New Haven County,41.4502639,-72.841275
1999-08-23,USGS-01187800,Sodium,00930,9.82,mg/l,Chloride,00940,15.3,mg/l,"NEPAUG R NR NEPAUG, CT.",01080207,Stream,Connecticut,Litchfield County,41.8206529,-72.9701041
1999-08-23,USGS-01187830,Sodium,00930,3.85,mg/l,Chloride,00940,4.16,mg/l,Phelps Brook at Mill Dam Road near Collinsville,01080207,Stream,Connecticut,Hartford County,41.7998199,-72.9651039
1999-08-23,USGS-01187850,Sodium,00930,3.35,mg/l,Chloride,00940,3.65,mg/l,"CLEAR BK NR COLLINSVILLE, CT.",01080207,Stream,Connecticut,Hartford County,41.7956534,-72.9512145
1999-08-23,USGS-01189030,Sodium,00930,41.9,mg/l,Chloride,00940,55.2,mg/l,"PEQUABUCK R AT FARMINGTON, CT",01080207,Stream,Connecticut,Hartford County,41.716766,-72.8398216
1999-08-23,USGS-01189995,Sodium,00930,12.2,mg/l,Chloride,00940,16.7,mg/l,"FARMINGTON RIVER AT TARIFFVILLE, CT",01080207,Stream,Connecticut,Hartford County,41.9082833,-72.7593528
