ActivityStartDate,MonitoringLocationIdentifier,CharacteristicName_NO3,USGSPCode_NO3,ResultMeasureValue_NO3,ResultMeasure_MeasureUnitCode_NO3,CharacteristicName_PO4,USGSPCode_PO4,ResultMeasureValue_PO4,ResultMeasure_MeasureUnitCode_PO4,MonitoringLocationName,HUCEightDigitCode,ResolvedMonitoringLocationTypeName,StateName,CountyName,lat,lon
2016-06-23,USGS-431502077304601,Nitrate,00618,0.182,mg/l as N,NA,NA,NA,NA,"A7-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2505556,-77.5127778
2016-06-23,USGS-431502077304602,Nitrate,00618,0.189,mg/l as N,NA,NA,NA,NA,"A7-V10, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2505556,-77.5127778
2016-06-23,USGS-431502077304603,Nitrate,00618,0.193,mg/l as N,NA,NA,NA,NA,"A7-V20, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2505556,-77.5127778
2016-06-23,USGS-431502077304604,Nitrate,00618,0.184,mg/l as N,NA,NA,NA,NA,"A7-V30, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2505556,-77.5127778
2016-06-23,USGS-431512077304701,Nitrate,00618,0.175,mg/l as N,NA,NA,NA,NA,"A8-V2, Lake Ontario East Irondequoit Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2016-06-23,USGS-431512077304702,Nitrate,00618,0.184,mg/l as N,NA,NA,NA,NA,"A8-V10, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2016-06-23,USGS-431512077304703,Nitrate,00618,0.183,mg/l as N,NA,NA,NA,NA,"A8-V20, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2016-06-23,USGS-431512077304704,Nitrate,00618,0.18,mg/l as N,NA,NA,NA,NA,"A8-V30, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2016-06-23,USGS-431512077304705,Nitrate,00618,0.179,mg/l as N,NA,NA,NA,NA,"A8-V40, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2016-06-23,USGS-431530077304701,Nitrate,00618,0.174,mg/l as N,NA,NA,NA,NA,"A9-V2, Lake Ontario East Irondequoit Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2016-06-23,USGS-431530077304706,Nitrate,00618,0.183,mg/l as N,NA,NA,NA,NA,"A9-V50, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2016-06-24,USGS-431625079011001,Nitrate,00618,0.05,mg/l as N,NA,NA,NA,NA,"D1-V2, Niagara River along East Embayment, NY",04130001,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2736111,-79.0194444
2016-06-24,USGS-431626079011001,Nitrate,00618,0.053,mg/l as N,NA,NA,NA,NA,"D2-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2738889,-79.0194444
2016-06-24,USGS-431628079011101,Nitrate,00618,0.052,mg/l as N,NA,NA,NA,NA,"D3-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2744444,-79.0197222
2016-06-24,USGS-431628079011102,Nitrate,00618,0.052,mg/l as N,NA,NA,NA,NA,"D3-V10, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2744444,-79.0197222
2016-06-24,USGS-431630079011201,Nitrate,00618,0.044,mg/l as N,NA,NA,NA,NA,"D4-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.275,-79.02
2016-06-24,USGS-431630079011202,Nitrate,00618,0.044,mg/l as N,NA,NA,NA,NA,"D4-V10, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.275,-79.02
2016-06-24,USGS-431635079011401,Nitrate,00618,0.057,mg/l as N,NA,NA,NA,NA,"D5-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2763889,-79.0205556
2016-06-24,USGS-431635079011402,Nitrate,00618,0.054,mg/l as N,NA,NA,NA,NA,"D5-V10, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2763889,-79.0205556
2016-06-24,USGS-431640079011601,Nitrate,00618,0.06,mg/l as N,NA,NA,NA,NA,"D6-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2777778,-79.0211111
2016-06-24,USGS-431640079011602,Nitrate,00618,0.064,mg/l as N,NA,NA,NA,NA,"D6-V10, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2777778,-79.0211111
2016-06-24,USGS-431640079011603,Nitrate,00618,0.082,mg/l as N,NA,NA,NA,NA,"D6-V20, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2777778,-79.0211111
2016-06-24,USGS-431644079011701,Nitrate,00618,0.067,mg/l as N,NA,NA,NA,NA,"D7-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2788889,-79.0213889
2016-06-24,USGS-431644079011702,Nitrate,00618,0.062,mg/l as N,NA,NA,NA,NA,"D7-V10, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2788889,-79.0213889
2016-06-24,USGS-431644079011703,Nitrate,00618,0.092,mg/l as N,NA,NA,NA,NA,"D7-V20, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2788889,-79.0213889
2016-06-24,USGS-431654079012101,Nitrate,00618,0.094,mg/l as N,NA,NA,NA,NA,"D8-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2816667,-79.0225
2016-06-24,USGS-431654079012102,Nitrate,00618,0.126,mg/l as N,NA,NA,NA,NA,"D8-V10, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2816667,-79.0225
2016-06-24,USGS-431654079012103,Nitrate,00618,0.096,mg/l as N,NA,NA,NA,NA,"D8-V20, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2816667,-79.0225
2016-06-24,USGS-431713079012901,Nitrate,00618,0.1,mg/l as N,NA,NA,NA,NA,"D9-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2869444,-79.0247222
2016-06-24,USGS-431713079012902,Nitrate,00618,0.101,mg/l as N,NA,NA,NA,NA,"D9-V10, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2869444,-79.0247222
2016-06-24,USGS-431713079012903,Nitrate,00618,0.111,mg/l as N,NA,NA,NA,NA,"D9-V20, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2869444,-79.0247222
2016-06-24,USGS-431713079012904,Nitrate,00618,0.139,mg/l as N,NA,NA,NA,NA,"D9-V30, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2869444,-79.0247222
2016-08-03,USGS-431512077304701,Nitrate,00618,0.182,mg/l as N,NA,NA,NA,NA,"A8-V2, Lake Ontario East Irondequoit Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2016-08-08,USGS-431443077304401,Nitrate,00618,0.188,NA,NA,NA,NA,NA,"A2-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2452778,-77.5122222
2016-08-08,USGS-431444077304501,Nitrate,00618,0.184,mg/l as N,NA,NA,NA,NA,"A3-V2, Lake Ontario East Irondequoit Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2455556,-77.5125
2016-08-08,USGS-431444077304502,Nitrate,00618,0.182,mg/l as N,NA,NA,NA,NA,"A3-V10, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2455556,-77.5125
2016-08-08,USGS-431450077304601,Nitrate,00618,0.178,mg/l as N,NA,NA,NA,NA,"A4-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2472222,-77.5127778
2016-08-08,USGS-431450077304602,Nitrate,00618,0.183,mg/l as N,NA,NA,NA,NA,"A4-V10, Lake Ontario at East irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2472222,-77.5127778
2016-08-08,USGS-431452077310401,Nitrate,00618,0.182,mg/l as N,NA,NA,NA,NA,"A5-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2477778,-77.5177778
2016-08-08,USGS-431452077310402,Nitrate,00618,0.193,mg/l as N,NA,NA,NA,NA,"A5-V10, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2477778,-77.5177778
2016-08-08,USGS-431453077305501,Nitrate,00618,0.1835,mg/l as N,NA,NA,NA,NA,"A6-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2480556,-77.5152778
2016-08-08,USGS-431453077305502,Nitrate,00618,0.182,mg/l as N,NA,NA,NA,NA,"A6-V10, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2480556,-77.5152778
2016-08-08,USGS-431453077305503,Nitrate,00618,0.181,mg/l as N,NA,NA,NA,NA,"A6-V20, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2480556,-77.5152778
2016-08-08,USGS-431453077305504,Nitrate,00618,0.142,mg/l as N,NA,NA,NA,NA,"A6-V30, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2480556,-77.5152778
2016-08-08,USGS-431502077304601,Nitrate,00618,0.179,mg/l as N,NA,NA,NA,NA,"A7-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2505556,-77.5127778
2016-08-08,USGS-431502077304603,Nitrate,00618,0.177,mg/l as N,NA,NA,NA,NA,"A7-V20, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2505556,-77.5127778
2016-08-08,USGS-431502077304604,Nitrate,00618,0.177,mg/l as N,NA,NA,NA,NA,"A7-V30, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2505556,-77.5127778
2016-08-08,USGS-431512077304702,Nitrate,00618,0.177,mg/l as N,NA,NA,NA,NA,"A8-V10, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2016-08-08,USGS-431512077304703,Nitrate,00618,0.182,mg/l as N,NA,NA,NA,NA,"A8-V20, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2016-08-08,USGS-431512077304704,Nitrate,00618,0.184,mg/l as N,NA,NA,NA,NA,"A8-V30, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2016-08-08,USGS-431512077304705,Nitrate,00618,0.124,mg/l as N,NA,NA,NA,NA,"A8-V40, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2016-08-08,USGS-431530077304701,Nitrate,00618,0.167,mg/l as N,NA,NA,NA,NA,"A9-V2, Lake Ontario East Irondequoit Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2016-08-08,USGS-431530077304706,Nitrate,00618,0.187,mg/l as N,NA,NA,NA,NA,"A9-V50, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2016-08-09,USGS-432226078095301,Nitrate,00618,0.064,NA,NA,NA,NA,NA,"B1-V2, Oak Orchard Creek along East Embayment, NY",04130001,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3738889,-78.1647222
2016-08-09,USGS-432227078095301,Nitrate,00618,0.069,mg/l as N,NA,NA,NA,NA,"B2-V2, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3741667,-78.1647222
2016-08-09,USGS-432228078095301,Nitrate,00618,0.077,mg/l as N,NA,NA,NA,NA,"B3-V2, Oak Orchard Creek along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3744444,-78.1647222
2016-08-09,USGS-432230078101001,Nitrate,00618,0.085,mg/l as N,NA,NA,NA,NA,"B4-V2, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.375,-78.1694444
2016-08-09,USGS-432230078101002,Nitrate,00618,0.058,mg/l as N,NA,NA,NA,NA,"B4-V10, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.375,-78.1694444
2016-08-09,USGS-432241078095301,Nitrate,00618,0.1185,mg/l as N,NA,NA,NA,NA,"B6-V2, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3780556,-78.1647222
2016-08-09,USGS-432241078095302,Nitrate,00618,0.117,mg/l as N,NA,NA,NA,NA,"B6-V10, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3780556,-78.1647222
2016-08-09,USGS-432245078103701,Nitrate,00618,0.107,mg/l as N,NA,NA,NA,NA,"B5-V2, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3791667,-78.1769444
2016-08-09,USGS-432245078103702,Nitrate,00618,0.113,mg/l as N,NA,NA,NA,NA,"B5-V10, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3791667,-78.1769444
2016-08-09,USGS-432246078095201,Nitrate,00618,0.125,mg/l as N,NA,NA,NA,NA,"B7-V2, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3794444,-78.1644444
2016-08-09,USGS-432246078095202,Nitrate,00618,0.127,mg/l as N,NA,NA,NA,NA,"B7-V10, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3794444,-78.1644444
2016-08-09,USGS-432255078095201,Nitrate,00618,0.149,mg/l as N,NA,NA,NA,NA,"B8-V2, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3819444,-78.1644444
2016-08-10,USGS-432032078413201,Nitrate,00618,0.118,NA,NA,NA,NA,NA,"C1-V2, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3422222,-78.6922222
2016-08-10,USGS-432034078413301,Nitrate,00618,0.151,mg/l as N,NA,NA,NA,NA,"C2-V2, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3427778,-78.6925
2016-08-10,USGS-432035078413301,Nitrate,00618,0.155,mg/l as N,NA,NA,NA,NA,"C3-V2, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3430556,-78.6922222
2016-08-10,USGS-432036078413401,Nitrate,00618,0.155,mg/l as N,NA,NA,NA,NA,"C4-V2, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3433333,-78.6927778
2016-08-10,USGS-432036078413402,Nitrate,00618,0.164,mg/l as N,NA,NA,NA,NA,"C4-V10, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3433333,-78.6927778
2016-08-10,USGS-432041078413601,Nitrate,00618,0.157,mg/l as N,NA,NA,NA,NA,"C5-V2, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3447222,-78.6933333
2016-08-10,USGS-432041078413602,Nitrate,00618,0.17,mg/l as N,NA,NA,NA,NA,"C5-V10, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3447222,-78.6933333
2016-08-10,USGS-432046078413801,Nitrate,00618,0.1695,mg/l as N,NA,NA,NA,NA,"C6-V2, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3461111,-78.6938889
2016-08-10,USGS-432046078413803,Nitrate,00618,0.156,mg/l as N,NA,NA,NA,NA,"C6-V20, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3461111,-78.6938889
2016-08-10,USGS-432051078414101,Nitrate,00618,0.167,mg/l as N,NA,NA,NA,NA,"C7-V2, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3475,-78.6947222
2016-08-10,USGS-432051078414103,Nitrate,00618,0.154,mg/l as N,NA,NA,NA,NA,"C7-V20, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3475,-78.6947222
2016-08-10,USGS-432060078414501,Nitrate,00618,0.163,mg/l as N,NA,NA,NA,NA,"C8-V2, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3499722,-78.6958333
2016-08-10,USGS-432060078414504,Nitrate,00618,0.17,mg/l as N,NA,NA,NA,NA,"C8-V30, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3499722,-78.6958333
2016-08-10,USGS-432119078415301,Nitrate,00618,0.16,mg/l as N,NA,NA,NA,NA,"C9-V2, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3552778,-78.6980556
2016-08-10,USGS-432119078415305,Nitrate,00618,0.195,mg/l as N,NA,NA,NA,NA,"C9-V40, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3552778,-78.6980556
2016-08-11,USGS-431625079011001,Nitrate,00618,0.072,NA,NA,NA,NA,NA,"D1-V2, Niagara River along East Embayment, NY",04130001,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2736111,-79.0194444
2016-08-11,USGS-431626079011001,Nitrate,00618,0.079,mg/l as N,NA,NA,NA,NA,"D2-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2738889,-79.0194444
2016-08-11,USGS-431628079011101,Nitrate,00618,0.079,mg/l as N,NA,NA,NA,NA,"D3-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2744444,-79.0197222
2016-08-11,USGS-431628079011102,Nitrate,00618,0.078,mg/l as N,NA,NA,NA,NA,"D3-V10, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2744444,-79.0197222
2016-08-11,USGS-431630079011201,Nitrate,00618,0.083,mg/l as N,NA,NA,NA,NA,"D4-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.275,-79.02
2016-08-11,USGS-431630079011202,Nitrate,00618,0.077,mg/l as N,NA,NA,NA,NA,"D4-V10, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.275,-79.02
2016-08-11,USGS-431635079011401,Nitrate,00618,0.082,mg/l as N,NA,NA,NA,NA,"D5-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2763889,-79.0205556
2016-08-11,USGS-431635079011402,Nitrate,00618,0.076,mg/l as N,NA,NA,NA,NA,"D5-V10, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2763889,-79.0205556
2016-08-11,USGS-431640079011601,Nitrate,00618,0.092,mg/l as N,NA,NA,NA,NA,"D6-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2777778,-79.0211111
2016-08-11,USGS-431640079011602,Nitrate,00618,0.076,mg/l as N,NA,NA,NA,NA,"D6-V10, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2777778,-79.0211111
2016-08-11,USGS-431640079011603,Nitrate,00618,0.077,mg/l as N,NA,NA,NA,NA,"D6-V20, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2777778,-79.0211111
2016-08-11,USGS-431644079011701,Nitrate,00618,0.08,mg/l as N,NA,NA,NA,NA,"D7-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2788889,-79.0213889
2016-08-11,USGS-431644079011702,Nitrate,00618,0.079,mg/l as N,NA,NA,NA,NA,"D7-V10, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2788889,-79.0213889
2016-08-11,USGS-431644079011703,Nitrate,00618,0.084,mg/l as N,NA,NA,NA,NA,"D7-V20, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2788889,-79.0213889
2016-08-11,USGS-431654079012101,Nitrate,00618,0.07,mg/l as N,NA,NA,NA,NA,"D8-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2816667,-79.0225
2016-08-11,USGS-431654079012102,Nitrate,00618,0.072,mg/l as N,NA,NA,NA,NA,"D8-V10, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2816667,-79.0225
2016-08-11,USGS-431654079012103,Nitrate,00618,0.08,mg/l as N,NA,NA,NA,NA,"D8-V20, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2816667,-79.0225
2016-08-11,USGS-431713079012901,Nitrate,00618,0.068,mg/l as N,NA,NA,NA,NA,"D9-V2, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2869444,-79.0247222
2016-08-11,USGS-431713079012902,Nitrate,00618,0.083,mg/l as N,NA,NA,NA,NA,"D9-V10, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2869444,-79.0247222
2016-08-11,USGS-431713079012903,Nitrate,00618,0.086,mg/l as N,NA,NA,NA,NA,"D9-V20, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2869444,-79.0247222
2016-08-11,USGS-431713079012904,Nitrate,00618,0.079,mg/l as N,NA,NA,NA,NA,"D9-V30, Niagara River along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.2869444,-79.0247222
2016-09-19,USGS-431442077304401,Nitrate,00618,0.091,NA,NA,NA,NA,NA,"A1-V2, Lake Ontario East Irondequoit Embayment, NY",04140101,"Lake, Reservoir, Impoundment",New York,Monroe County,43.245,-77.5122222
2016-09-19,USGS-431443077304401,Nitrate,00618,0.101,mg/l as N,NA,NA,NA,NA,"A2-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2452778,-77.5122222
2016-09-19,USGS-431444077304501,Nitrate,00618,0.098,mg/l as N,NA,NA,NA,NA,"A3-V2, Lake Ontario East Irondequoit Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2455556,-77.5125
2016-09-19,USGS-431444077304502,Nitrate,00618,0.103,mg/l as N,NA,NA,NA,NA,"A3-V10, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2455556,-77.5125
2016-09-19,USGS-431450077304601,Nitrate,00618,0.096,mg/l as N,NA,NA,NA,NA,"A4-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2472222,-77.5127778
2016-09-19,USGS-431450077304602,Nitrate,00618,0.097,mg/l as N,NA,NA,NA,NA,"A4-V10, Lake Ontario at East irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2472222,-77.5127778
2016-09-19,USGS-431452077310401,Nitrate,00618,0.096,mg/l as N,NA,NA,NA,NA,"A5-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2477778,-77.5177778
2016-09-19,USGS-431452077310402,Nitrate,00618,0.102,mg/l as N,NA,NA,NA,NA,"A5-V10, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2477778,-77.5177778
2016-09-19,USGS-431453077305501,Nitrate,00618,0.10600000000000001,mg/l as N,NA,NA,NA,NA,"A6-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2480556,-77.5152778
2016-09-19,USGS-431453077305502,Nitrate,00618,0.105,mg/l as N,NA,NA,NA,NA,"A6-V10, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2480556,-77.5152778
2016-09-19,USGS-431453077305503,Nitrate,00618,0.103,mg/l as N,NA,NA,NA,NA,"A6-V20, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2480556,-77.5152778
2016-09-19,USGS-431502077304601,Nitrate,00618,0.105,mg/l as N,NA,NA,NA,NA,"A7-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2505556,-77.5127778
2016-09-19,USGS-431502077304602,Nitrate,00618,0.102,mg/l as N,NA,NA,NA,NA,"A7-V10, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2505556,-77.5127778
2016-09-19,USGS-431502077304603,Nitrate,00618,0.096,mg/l as N,NA,NA,NA,NA,"A7-V20, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2505556,-77.5127778
2016-09-19,USGS-431502077304604,Nitrate,00618,0.111,mg/l as N,NA,NA,NA,NA,"A7-V30, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2505556,-77.5127778
2016-09-19,USGS-431512077304701,Nitrate,00618,0.098,mg/l as N,NA,NA,NA,NA,"A8-V2, Lake Ontario East Irondequoit Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
