STNID,NAME,CTRY,COUNTRY_NAME,ISO2C,ISO3C,STATE,LATITUDE,LONGITUDE,ELEVATION,BEGIN,END,YEARMODA,YEAR,MONTH,DAY,YDAY,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,I_FOG,I_RAIN_DRIZZLE,I_SNOW_ICE,I_HAIL,I_THUNDER,I_TORNADO_FUNNEL,EA,ES,RH,ELEV(M)
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-01,2015,5,1,121,7.4,24,4,24,1015.4,23,14.6,24,16.1,24,3.8,24,7.2,NA,12.8,NA,5.6,NA,0,G,NA,0,0,0,0,0,0,0.8,1,79,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-02,2015,5,2,122,6.1,24,3.9,24,1015.9,22,15,24,16.1,24,2.9,24,5.7,NA,10,NA,3.9,NA,0,G,NA,0,0,0,0,0,0,0.8,0.9,85.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-03,2015,5,3,123,11.8,24,5.6,24,1017.1,24,16.1,24,16.1,24,3.5,24,7.2,NA,19.4,NA,3.9,NA,0,G,NA,0,0,0,0,0,0,0.9,1.4,65.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-04,2015,5,4,124,17.3,24,6.4,24,1020.5,24,19.5,24,16.1,24,5.2,24,10.3,14.9,28.9,NA,7.2,NA,0,G,NA,0,0,0,0,0,0,1,2,48.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-05,2015,5,5,125,19.1,24,8.7,24,1020.3,24,19.3,24,15.6,24,5.6,24,8.8,11.3,28.9,NA,9.4,NA,0,G,NA,1,0,0,0,0,NA,1.1,2.2,50.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-06,2015,5,6,126,16.1,24,6.3,24,1023.9,24,22.9,24,16.1,24,3.3,24,5.7,NA,22.8,NA,11.1,NA,0.51,G,NA,0,0,0,0,0,0,1,1.8,52.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-07,2015,5,7,127,18.3,24,2.8,24,1021.2,24,20.2,24,16.1,24,4.7,24,8.8,11.3,26.1,NA,11.1,NA,0,G,NA,0,0,0,0,0,0,0.7,2.1,35.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-08,2015,5,8,128,15.6,24,5.4,24,1020.9,24,19.9,24,16.1,24,5.5,24,8.8,NA,26.1,NA,8.3,NA,0,G,NA,0,0,0,0,0,0,0.9,1.8,50.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-09,2015,5,9,129,10.8,24,8.1,24,1026.1,23,25.4,24,15.1,24,3.3,24,7.7,NA,21.7,NA,7.8,NA,0,G,NA,0,0,0,0,0,0,1.1,1.3,83.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-10,2015,5,10,130,21.9,24,15.4,24,1020.4,22,19.9,24,15.4,24,5.5,24,8.8,11.3,31.7,NA,7.8,NA,0,G,NA,0,0,0,0,0,0,1.7,2.6,66.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-11,2015,5,11,131,19.8,24,15.2,24,1019,22,18,24,16.1,24,5.4,24,8.8,10.3,31.7,NA,10.6,NA,0,G,NA,0,0,0,0,0,0,1.7,2.3,74.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-12,2015,5,12,132,14.1,24,11,24,1011,17,10.6,24,9.5,24,3.4,24,8.8,14.9,30.6,NA,8.9,NA,0.51,G,NA,1,0,0,0,0,NA,1.3,1.6,81.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-13,2015,5,13,133,17.7,24,5.3,24,1011.6,24,10.7,24,16.1,24,6.7,24,8.8,13.4,22.2,*,13.3,*,0,A,NA,0,0,0,0,0,0,0.9,2,44,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-14,2015,5,14,134,14.2,24,0.6,24,1024.9,24,23.9,24,16.1,24,4.6,24,6.7,NA,20.6,NA,9.4,NA,0,G,NA,0,0,0,0,0,0,0.6,1.6,39.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-15,2015,5,15,135,14.9,24,3.3,24,1024.9,24,23.9,24,16.1,24,2.9,24,6.7,NA,20.6,NA,8.9,NA,0,G,NA,0,0,0,0,0,0,0.8,1.7,45.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-16,2015,5,16,136,16.3,24,8.6,24,1022,24,21,24,16.1,24,3.5,24,6.7,NA,21.7,NA,8.9,NA,0,G,NA,0,0,0,0,0,0,1.1,1.8,60.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-17,2015,5,17,137,16.2,24,13.6,24,1019.8,24,18.9,24,15,24,3,24,5.1,NA,21.7,NA,12.2,NA,0.25,G,NA,0,0,0,0,0,0,1.6,1.8,84.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-18,2015,5,18,138,11.7,24,9.3,24,1023.3,19,22.7,24,11.9,24,5,24,6.2,NA,14.4,*,9,*,0,G,NA,0,0,0,0,0,0,1.2,1.4,85.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-19,2015,5,19,139,13.4,24,12,24,1016,19,14.3,24,13.8,24,4.2,24,7.2,NA,17.8,*,9,*,0.25,G,NA,1,1,0,0,0,0,1.4,1.5,91.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-20,2015,5,20,140,16.2,24,8.2,24,1007.5,24,6.4,24,14.8,24,6.1,24,9.3,14.4,18.9,NA,11.1,NA,6.6,G,NA,0,0,0,0,0,0,1.1,1.8,59.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-21,2015,5,21,141,13.7,24,1.6,24,1013,24,12,24,16.1,24,4,24,7.7,9.3,19.4,NA,7.2,NA,0,G,NA,0,0,0,0,0,0,0.7,1.6,43.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-22,2015,5,22,142,16.5,24,2.7,24,1010.1,24,9.1,24,16.1,24,5.6,24,9.8,16.5,24.4,NA,7.2,NA,0,G,NA,1,0,0,0,0,NA,0.7,1.9,39.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-23,2015,5,23,143,13.1,24,-5.1,24,1022.7,24,21.8,24,16.1,24,6.3,24,8.8,12.4,24.4,NA,6.7,NA,0,G,NA,0,0,0,0,0,0,0.4,1.5,27.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-24,2015,5,24,144,18.6,24,1.3,24,1023.7,24,22.8,24,16.1,24,6.4,24,10.3,12.4,28.3,NA,6.7,NA,0,G,NA,0,0,0,0,0,0,0.7,2.1,31.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-25,2015,5,25,145,21,24,10.2,24,1022.9,24,21.9,24,16.1,24,5.1,24,8.8,10.8,28.3,NA,10.6,NA,0,G,NA,0,0,0,0,0,0,1.2,2.5,50.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-26,2015,5,26,146,22.8,24,14.3,24,1020.3,24,19.4,24,16.1,24,7,24,9.3,11.3,30.6,NA,14.4,NA,0,G,NA,1,0,0,0,0,NA,1.6,2.8,58.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-27,2015,5,27,147,23.5,24,16.8,24,1020,24,19,24,16.1,24,7.4,24,11.8,14.4,30.6,NA,17.8,NA,0,G,NA,0,0,0,0,0,0,1.9,2.9,66.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-28,2015,5,28,148,23.1,24,17.3,24,1019.4,24,18.4,24,16.1,24,6.2,24,8.8,11.8,30,NA,17.8,NA,0,G,NA,1,0,0,0,0,NA,2,2.8,69.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-29,2015,5,29,149,19.6,24,14.1,24,1024.3,23,23.3,24,14.3,24,4.5,24,7.2,9.8,30,NA,12.8,NA,0,G,NA,1,0,0,0,0,0,1.6,2.3,70.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-30,2015,5,30,150,20.7,24,14.7,24,1021.4,24,20.4,24,15.4,24,4.7,24,10.8,13.9,31.1,NA,12.8,NA,0,G,NA,1,0,0,0,0,0,1.7,2.4,68.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-05-31,2015,5,31,151,19.6,24,16,24,1017.3,21,17,24,13.2,24,7.3,24,11.8,15.4,25,*,9,*,6.35,G,NA,1,0,0,0,0,NA,1.8,2.3,79.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-01,2015,6,1,152,9,24,8.6,24,1024.5,13,23.5,24,7.1,24,5.8,24,8.8,10.8,9.4,*,8,*,19.05,G,NA,1,0,0,0,0,NA,1.1,1.1,97.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-02,2015,6,2,153,8.5,24,7.6,24,1022.8,16,21.6,24,8.7,24,6.1,24,8.2,10.8,9.4,NA,7.8,NA,22.35,G,NA,1,0,0,0,0,NA,1,1.1,94.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-03,2015,6,3,154,9.9,24,7.5,24,1023.7,19,22.5,24,16.1,24,2.9,24,6.2,NA,13.3,NA,7.8,NA,3.81,G,NA,0,0,0,0,0,0,1,1.2,85,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-04,2015,6,4,155,11.3,24,6.8,24,1026.1,24,25.1,24,16.1,24,2.7,24,6.7,NA,14.4,NA,8.3,NA,0,G,NA,0,0,0,0,0,0,1,1.3,73.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-05,2015,6,5,156,12.2,24,8.6,24,1021,24,20,24,16.1,24,3.5,24,8.2,NA,15,NA,9.4,NA,0.25,G,NA,0,0,0,0,0,0,1.1,1.4,78.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-06,2015,6,6,157,14.3,24,11,24,1013.4,23,12.3,24,15.6,24,3,24,6.7,9.3,19.4,NA,10,NA,2.29,G,NA,1,0,0,0,0,NA,1.3,1.6,80.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-07,2015,6,7,158,15.2,24,5.8,24,1020.7,24,19.6,24,16.1,24,3.9,24,7.2,NA,19.4,NA,11.1,NA,0,I,NA,0,0,0,0,0,0,0.9,1.7,53.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-08,2015,6,8,159,17.3,24,9.3,24,1016.1,24,15.2,24,16.1,24,7.2,24,11.8,18,24.4,NA,11.7,NA,0,G,NA,1,0,0,0,0,NA,1.2,2,59.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-09,2015,6,9,160,20.6,24,16.3,24,1006.9,19,5.7,24,16.1,24,6.1,24,9.3,11.3,25.6,NA,11.7,NA,0,G,NA,1,0,0,0,0,NA,1.8,2.4,76.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-10,2015,6,10,161,21.9,24,13.1,24,1008.4,24,7.2,24,16.1,24,5,24,8.2,11.3,27.8,NA,16.7,NA,0,G,NA,0,0,0,0,0,0,1.5,2.6,57.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-11,2015,6,11,162,23.9,24,15.3,24,1009.3,24,8.3,24,15.1,24,6.3,24,8.8,12.4,31.1,NA,16.7,NA,0,G,NA,0,0,0,0,0,0,1.7,3,58.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-12,2015,6,12,163,23.2,24,11.4,24,1013.5,24,12.5,24,16.1,24,3.8,24,7.2,NA,31.1,NA,17.8,NA,0,G,NA,0,0,0,0,0,0,1.3,2.8,47.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-13,2015,6,13,164,22.6,24,16.1,24,1010.6,21,9.6,24,16.1,24,4.8,24,7.7,11.8,29.4,NA,17.8,NA,0,G,NA,0,0,0,0,0,0,1.8,2.7,66.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-14,2015,6,14,165,21.1,24,10.8,24,1017,24,16,24,16.1,24,3.7,24,6.7,NA,29.4,NA,17.8,NA,0,G,NA,0,0,0,0,0,0,1.3,2.5,51.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-15,2015,6,15,166,14.4,24,11.2,24,1019.3,20,18.3,24,11.3,24,4,24,7.2,10.3,17.8,*,12,*,3.81,G,NA,1,0,0,0,0,NA,1.3,1.6,81.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-16,2015,6,16,167,15.2,24,14.3,24,1013.4,17,12.3,24,6.6,24,2.4,24,4.1,NA,20,NA,12.2,NA,6.35,G,NA,1,0,0,0,0,NA,1.6,1.7,94.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-17,2015,6,17,168,18.8,24,11.6,24,1017,24,16,24,16.1,24,4.2,24,8.8,11.3,21.1,*,16.7,*,0,G,NA,0,0,0,0,0,0,1.4,2.2,63,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-18,2015,6,18,169,18.1,24,9.3,24,1018.6,24,17.6,24,16.1,24,3.8,24,6.2,NA,24.4,NA,13.9,NA,0,G,NA,0,0,0,0,0,0,1.2,2.1,56.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-19,2015,6,19,170,20.5,24,13.8,24,1012.3,23,11.2,24,16.1,24,4.9,24,7.2,9.8,30,NA,13.9,NA,0,G,NA,0,0,0,0,0,0,1.6,2.4,65.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-20,2015,6,20,171,18.2,24,10.6,24,1018.8,24,17.8,24,16.1,24,3.9,24,6.7,NA,30,NA,14.4,NA,0,G,NA,0,0,0,0,0,0,1.3,2.1,61.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-21,2015,6,21,172,19.1,24,17,24,1010.5,19,8.9,24,10.9,24,3.1,24,6.2,NA,24.4,NA,14.4,NA,22.35,G,NA,1,0,0,0,0,NA,1.9,2.2,87.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-22,2015,6,22,173,18.7,24,16.8,24,1010.8,18,9,24,10.8,24,2.5,24,5.7,NA,25,NA,15.6,NA,22.35,G,NA,1,1,0,0,0,0,1.9,2.2,88.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-23,2015,6,23,174,22.2,24,18.3,24,1011.1,24,10.1,24,15.9,24,4.1,24,9.8,14.9,31.1,NA,15.6,NA,0,G,NA,1,0,0,0,0,NA,2.1,2.7,78.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-24,2015,6,24,175,24.4,24,14.4,24,1010.7,24,9.7,24,16.1,24,5.7,24,8.2,12.9,31.1,NA,15.6,NA,0.25,G,NA,0,0,0,0,0,0,1.6,3.1,53.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-25,2015,6,25,176,22.9,24,11.7,24,1015,24,14,24,16.1,24,3.5,24,5.7,8.2,28.9,NA,17.8,NA,0,G,NA,0,0,0,0,0,0,1.4,2.8,49.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-26,2015,6,26,177,20,24,12.1,24,1015.4,24,14.5,24,16.1,24,4.1,24,6.7,NA,27.2,NA,16.1,NA,0,G,NA,1,0,0,0,0,NA,1.4,2.3,60.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-27,2015,6,27,178,17,24,12.3,24,1020.2,24,19.3,24,16.1,24,2.8,24,8.2,NA,22.2,NA,13.9,NA,0,G,NA,0,0,0,0,0,0,1.4,1.9,73.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-28,2015,6,28,179,14.8,24,13.6,24,1012.3,20,10.7,24,7.2,24,8,24,12.9,16,20,NA,12.2,NA,27.18,G,NA,1,0,0,0,0,NA,1.6,1.7,92.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-29,2015,6,29,180,15.3,24,12.5,24,1009.9,20,8.7,24,12.7,24,3,24,5.7,8.2,23.9,NA,11.1,NA,14.22,G,NA,1,0,0,0,0,NA,1.4,1.7,83.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-06-30,2015,6,30,181,19.9,24,15.7,24,1014.5,24,13.6,24,16.1,24,3.4,24,5.1,8.8,23.9,NA,11.7,NA,0,G,NA,0,0,0,0,0,0,1.8,2.3,76.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-07-01,2015,7,1,182,20.8,24,17.1,24,1010.5,21,9.2,24,14.6,24,4.2,24,8.8,11.3,27.8,NA,16.7,NA,4.06,G,NA,1,0,0,0,0,NA,1.9,2.5,79.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-07-02,2015,7,2,183,22.4,24,14.3,24,1010.5,24,9.3,24,16.1,24,4.8,24,8.2,11.3,27.8,NA,16.7,NA,9.65,G,NA,1,0,0,1,0,NA,1.6,2.7,60.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-07-03,2015,7,3,184,21.6,24,11.6,24,1013,24,12,24,16.1,24,3.7,24,5.7,NA,26.7,NA,17.2,NA,0,G,NA,0,0,0,0,0,0,1.4,2.6,53,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-07-04,2015,7,4,185,19.2,24,14.2,24,1015.3,24,14.4,24,16.1,24,2.6,24,5.7,NA,24.4,NA,16.7,NA,0,G,NA,0,0,0,0,0,0,1.6,2.2,72.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-07-05,2015,7,5,186,21.4,24,14.4,24,1016.7,24,15.8,24,14.3,24,2.8,24,4.6,7.2,28.3,NA,16.1,NA,0,G,NA,0,0,0,0,0,0,1.6,2.5,64.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-07-06,2015,7,6,187,23.8,24,16.6,24,1020.2,24,19.3,24,15.9,24,3.2,24,5.7,NA,28.3,NA,16.1,NA,0,G,NA,0,0,0,0,0,0,1.9,2.9,64.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-07-07,2015,7,7,188,23.3,24,19.4,24,1017.9,22,17.3,24,15.9,24,4.3,24,8.2,11.3,28.9,NA,18.3,NA,0,G,NA,1,0,0,0,0,NA,2.2,2.9,78.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-07-08,2015,7,8,189,26.2,24,21,24,1012.5,22,11.5,24,13.8,24,5.6,24,7.7,9.3,31.1,NA,18.3,NA,0.51,G,NA,1,0,0,0,0,NA,2.5,3.4,73.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-07-09,2015,7,9,190,20.3,24,13.5,24,1015.5,24,14.6,24,16.1,24,3.8,24,5.7,NA,31.1,NA,17.8,NA,0,G,NA,0,0,0,0,0,0,1.5,2.4,65,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-07-10,2015,7,10,191,19.4,24,16.2,24,1012.3,22,11.2,24,11.7,24,3.3,24,6.2,NA,25,NA,15.6,NA,32.26,G,NA,1,0,0,0,0,NA,1.8,2.2,81.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-07-11,2015,7,11,192,24.1,24,13.8,24,1015.6,24,14.6,24,16.1,24,3.7,24,4.6,NA,28.3,NA,15.6,NA,28.45,G,NA,0,0,0,0,0,0,1.6,3,52.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-07-12,2015,7,12,193,26.7,24,15.5,24,1014.9,24,13.9,24,16.1,24,3.9,24,5.1,10.3,31.7,NA,20,NA,0,G,NA,0,0,0,0,0,0,1.8,3.5,50.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-07-13,2015,7,13,194,23.7,24,18.3,24,1013.1,24,12.1,24,15.9,24,3.5,24,5.7,NA,31.7,NA,20,NA,0,G,NA,0,0,0,0,0,0,2.1,2.9,71.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-07-14,2015,7,14,195,21.7,24,18.4,24,1008,24,7.2,24,15.4,24,3.5,24,7.7,NA,27.8,NA,18.3,NA,0,G,NA,0,0,0,0,0,0,2.1,2.6,81.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2015-07-15,2015,7,15,196,23.2,24,20.9,24,1004,18,2.5,24,15.6,24,2.7,24,6.7,9.3,27.8,NA,18.3,NA,0.76,G,NA,1,0,0,0,0,NA,2.5,2.8,86.9,3.3
